px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.51239	-9.07365	-2.87132	2.11978	0.201279	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.712583
9.55612	-9.19177	-2.8214	2.08669	0.106702	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	2.98831
9.5984	-9.331	-2.8285	2.06062	0.0618641	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.247397
9.62888	-9.45568	-2.78994	2.01396	-0.0421705	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.96651
9.64149	-9.61139	-2.80266	1.95673	-0.12168	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0.700179
9.71522	-9.74273	-2.82871	1.98575	-0.0429697	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	0.934023
9.72991	-9.89844	-2.84124	1.93503	-0.111797	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.566892
9.72594	-10.0494	-2.79483	1.83905	-0.299451	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	3.64278
9.76311	-10.1875	-2.78432	1.8247	-0.297414	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.151433
9.79883	-10.3265	-2.78836	1.80663	-0.306695	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.452264
9.80757	-10.4708	-2.79275	1.76838	-0.337903	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.174926
9.85722	-10.6145	-2.80247	1.79172	-0.24466	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	1.05681
9.87936	-10.7655	-2.8017	1.76898	-0.257375	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.0568521
9.86872	-10.9183	-2.77922	1.68919	-0.400289	9.88465	-10.9383	9.85	-10.9	0	-2.73074	1.63852
9.87288	-11.0679	-2.77607	1.65703	-0.414638	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.112985
9.88956	-11.204	-2.77822	1.64952	-0.383961	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.110151
9.88335	-11.3471	-2.78316	1.61592	-0.402531	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.0899188
9.89874	-11.488	-2.79015	1.61425	-0.360388	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.164543
9.88354	-11.6322	-2.79616	1.57855	-0.382969	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.162733
9.77837	-11.7685	-2.76096	1.37248	-0.805617	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	12.1986
9.75203	-11.8926	-2.74947	1.33593	-0.80259	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.125228
9.73463	-12.0241	-2.74783	1.32872	-0.728039	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.332738
9.68797	-12.1572	-2.75105	1.28318	-0.738857	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.0721032
9.61119	-12.2844	-2.75252	1.17518	-0.90485	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	1.93759
9.55595	-12.4001	-2.7418	1.12924	-0.908262	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.145752
9.4289	-12.5021	-2.74525	0.961392	-1.1877	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	4.38027
9.35193	-12.602	-2.73262	0.903182	-1.18984	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0.147838
9.28426	-12.7265	-2.7229	0.892829	-1.06367	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.84942
9.1962	-12.8268	-2.70469	0.835726	-1.06815	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0.266646
9.03384	-12.8838	-2.72555	0.620934	-1.46372	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	9.51397
8.90407	-12.9588	-2.73622	0.53826	-1.47073	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	0.220431
8.77444	-13.0307	-2.73211	0.466026	-1.44639	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	0.134785
8.64375	-13.0839	-2.72042	0.384447	-1.45372	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	0.11189
8.51348	-13.1274	-2.72438	0.301045	-1.48237	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	0.0874282
8.37779	-13.162	-2.72764	0.224699	-1.48342	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0.0240176
8.21719	-13.1668	-2.74453	0.0907792	-1.61444	8.22926	-13.1698	8.2	-13.15	-2.72741	0	1.11459
8.06172	-13.1702	-2.74753	-0.00175047	-1.61756	8.03583	-13.1513	8.05	-13.15	-2.72742	0	0.0546514
7.91561	-13.1736	-2.73178	-0.0603438	-1.53535	7.82914	-13.0525	7.9	-13.15	-2.72986	0	0.79546
7.76636	-13.1597	-2.73281	-0.143739	-1.53371	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.00147103
7.65513	-13.2253	-2.65259	-0.0441559	-1.10106	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	14.4281
7.50844	-13.226	-2.67233	-0.0908141	-1.08257	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0.243695
7.35964	-13.2142	-2.66918	-0.13267	-1.03264	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.554518
7.20297	-13.2033	-2.68604	-0.178346	-1.01351	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.178581
7.06742	-13.1243	-2.7141	-0.314774	-1.20968	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.18357
6.91914	-13.0979	-2.74056	-0.35675	-1.1795	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.445852
6.77956	-13.0578	-2.73429	-0.399699	-1.13506	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.435799
6.62153	-13.0162	-2.75885	-0.439749	-1.09965	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.410724
6.47737	-13.0208	-2.6968	-0.369259	-0.793835	6.40137	-13.0799	6.4	-13.05	-2.72678	0	8.02163
6.3175	-12.9899	-2.71953	-0.385037	-0.751555	6.26174	-13.0534	6.25	-13.05	-2.72678	0	0.446285
6.17367	-12.951	-2.71286	-0.392955	-0.678107	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.355359
6.01218	-12.9115	-2.73769	-0.406028	-0.642426	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	0.395461
5.91038	-12.7675	-2.79186	-0.601851	-1.01951	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	9.70125
5.76102	-12.7069	-2.8274	-0.623166	-0.976102	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	0.783058
5.62672	-12.6619	-2.76989	-0.584189	-0.757944	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	5.98347
5.48051	-12.5971	-2.78477	-0.599972	-0.720475	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	0.304892
5.36473	-12.4747	-2.81815	-0.701085	-0.860716	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.78616
5.2109	-12.4028	-2.84403	-0.706655	-0.799851	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	0.701474
5.08748	-12.317	-2.82982	-0.721534	-0.73818	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.39126
4.95835	-12.2246	-2.83848	-0.745031	-0.713169	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0.0969784
4.85702	-12.1119	-2.85527	-0.800022	-0.753228	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.487695
4.75455	-12.0203	-2.85328	-0.826285	-0.737672	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.119487
4.65683	-11.8918	-2.86837	-0.888862	-0.78596	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.347346
4.58732	-11.7554	-2.85307	-0.958933	-0.826443	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.22072
4.50606	-11.6579	-2.77242	-0.961492	-0.723946	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	5.18616
4.45822	-11.5273	-2.74697	-1.03228	-0.773095	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.593376
4.38446	-11.3414	-2.92412	-1.1517	-0.956059	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	25.6776
4.37061	-11.1861	-2.91277	-1.24694	-1.02808	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.442794
4.39911	-11.0411	-2.789	-1.37824	-1.16498	4.43713	-11.024	4.45	-11.05	0	1.81614	10.4289
4.39783	-10.8911	-2.77707	-1.46407	-1.20023	4.45136	-10.93	4.45	-10.95	0	1.81612	0.249552
4.38399	-10.7414	-2.78013	-1.52428	-1.18771	4.44745	-10.786	4.45	-10.8	0	2.72555	0.0933079
4.40377	-10.5937	-2.76981	-1.61	-1.22046	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.311595
4.4048	-10.448	-2.77061	-1.65965	-1.18641	4.46329	-10.5756	4.45	-10.5	0	2.729	0.308312
4.42686	-10.3033	-2.76453	-1.72762	-1.19221	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.0728225
4.45218	-10.1573	-2.76381	-1.78517	-1.17411	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.148943
4.50586	-10.0139	-2.76254	-1.86544	-1.19632	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.159569
4.52483	-9.86978	-2.762	-1.87775	-1.08104	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.916319
4.59132	-9.72934	-2.76453	-1.9518	-1.09973	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.148536
4.58911	-9.57055	-2.76832	-1.90294	-0.862227	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.83064
4.66769	-9.43174	-2.77525	-1.97179	-0.887625	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.402545
4.74319	-9.29816	-2.77592	-2.03421	-0.909485	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.369461
4.84725	-9.15842	-2.79937	-2.10789	-0.933627	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.624575
4.92959	-9.03951	-2.8054	-2.16705	-0.96067	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.10887
5.01736	-8.92927	-2.80573	-2.22054	-0.967083	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.0538855
5.08828	-8.79856	-2.79561	-2.2151	-0.8231	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.30739
5.20141	-8.67053	-2.81631	-2.26858	-0.82681	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.322853
5.30486	-8.56871	-2.82179	-2.32686	-0.863633	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.131835
5.41279	-8.46133	-2.83592	-2.37197	-0.861842	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.133738
5.5062	-8.34457	-2.82334	-2.3692	-0.734623	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	1.05955
5.60411	-8.24034	-2.80911	-2.403	-0.731009	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.235615
5.68948	-8.11078	-2.80017	-2.3694	-0.549668	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	1.84409
5.81081	-7.99597	-2.81704	-2.39923	-0.545137	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.17617
5.91492	-7.8793	-2.81628	-2.39588	-0.460574	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	0.394994
6.03562	-7.76818	-2.82844	-2.41969	-0.45643	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.0908467
6.13754	-7.65038	-2.82455	-2.40172	-0.346725	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	0.632518
6.25367	-7.54627	-2.82581	-2.42069	-0.346407	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.000938409
6.36485	-7.43893	-2.824	-2.42089	-0.296274	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	0.151225
6.47633	-7.34318	-2.81408	-2.43782	-0.298285	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.0570402
6.60051	-7.26691	-2.8228	-2.50655	-0.447054	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	1.79788
6.72229	-7.17672	-2.83651	-2.52747	-0.443712	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.11316
6.79892	-7.03606	-2.81261	-2.41908	-0.10769	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	6.60527
6.90618	-6.93744	-2.80136	-2.42358	-0.10727	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.103336
7.04602	-6.86624	-2.80389	-2.49811	-0.280737	7.08741	-6.92602	7	-6.85	2.72856	1.81904	1.67175
7.16781	-6.77034	-2.80571	-2.51028	-0.276647	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.0260135
7.26246	-6.64899	-2.79217	-2.43854	-0.0501914	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	2.9259
7.37507	-6.5526	-2.78615	-2.44116	-0.0504809	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.0252378
7.53453	-6.52553	-2.7969	-2.60166	-0.456951	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	9.20259
7.65513	-6.45695	-2.79566	-2.6256	-0.458342	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.00301048
7.77478	-6.37161	-2.78468	-2.62083	-0.384389	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.461344
7.8982	-6.3107	-2.7645	-2.64751	-0.393618	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.246114
8.02313	-6.23243	-2.75582	-2.64343	-0.325372	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.336547
8.15354	-6.15819	-2.75523	-2.65839	-0.321726	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.0219673
8.24254	-6.05099	-2.73337	-2.57028	-0.0592317	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	4.22231
8.35434	-5.97085	-2.7351	-2.56803	-0.0524944	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.0496698
8.5071	-5.92811	-2.74719	-2.66309	-0.284755	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	3.1397
8.64397	-5.86025	-2.7496	-2.67989	-0.286009	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.0121957
8.74378	-5.74542	-2.7221	-2.57986	0.00424	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	5.38577
8.86785	-5.66055	-2.72352	-2.57534	0.00983846	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.027533
8.96529	-5.56065	-2.71554	-2.50986	0.174124	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	1.64037
9.07096	-5.47423	-2.71634	-2.4962	0.180315	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.0445658
9.21746	-5.42738	-2.72406	-2.59766	-0.103625	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	5.26031
9.34513	-5.34478	-2.7278	-2.59959	-0.0989607	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.020297
9.43545	-5.22408	-2.70342	-2.49683	0.16867	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	4.49499
9.55334	-5.13378	-2.7038	-2.48716	0.169174	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.000202869
9.65526	-5.02578	-2.69621	-2.42479	0.307723	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	1.39724
9.76451	-4.92865	-2.69447	-2.40804	0.307595	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.00227251
9.86093	-4.81389	-2.69158	-2.3493	0.414213	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	0.7027
9.96219	-4.7159	-2.68361	-2.33119	0.408911	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.046248
10.0455	-4.58983	-2.68283	-2.26506	0.513187	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	0.590323
10.1386	-4.46996	-2.68834	-2.23405	0.516104	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.0212405
10.2275	-4.34915	-2.69124	-2.20625	0.510004	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.0864275
10.3216	-4.21444	-2.71141	-2.17468	0.511845	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.245984
10.4545	-4.12664	-2.71549	-2.25894	0.237093	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	4.04486
10.5471	-3.99645	-2.72823	-2.23823	0.244822	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.150343
10.6485	-3.88188	-2.73313	-2.24211	0.202041	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.144535
10.7443	-3.76095	-2.73869	-2.23126	0.20139	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.0225948
10.7899	-3.61215	-2.72848	-2.11505	0.466212	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	3.8073
10.8633	-3.47834	-2.73177	-2.08593	0.470287	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.0220644
10.9749	-3.38711	-2.73305	-2.1712	0.193492	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	4.12889
11.0498	-3.24867	-2.75823	-2.14948	0.206062	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.487486
11.0893	-3.09235	-2.7554	-2.03989	0.451605	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.48489
