px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.06798	-6.20415	-2.72788	-2.58174	-0.0921389	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	5.09453
8.17376	-6.13548	-2.7158	-2.5858	-0.0925321	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.137691
8.30115	-6.05749	-2.71653	-2.59185	-0.0947673	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.00215705
8.43232	-5.97772	-2.72215	-2.59683	-0.0941304	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.0252649
8.54118	-5.89876	-2.71802	-2.57943	-0.0385018	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.187921
8.65354	-5.8284	-2.71452	-2.58189	-0.0393447	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.00876616
8.7872	-5.77959	-2.72403	-2.63618	-0.166359	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	1.11116
8.91262	-5.6985	-2.74158	-2.63586	-0.154832	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.211112
9.01567	-5.60301	-2.73168	-2.56859	0.0379694	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.04225
9.13447	-5.51146	-2.74837	-2.55614	0.0519561	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.219589
9.23688	-5.39302	-2.74181	-2.48072	0.224778	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	1.87953
9.35454	-5.28525	-2.75204	-2.45837	0.23747	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.140507
9.45567	-5.16851	-2.7502	-2.40263	0.337727	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.622447
9.56227	-5.06187	-2.75001	-2.38006	0.342797	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.0335284
9.68264	-4.9973	-2.7492	-2.43514	0.164511	9.62802	-5.02338	9.65	-5	1.99604	0.998028	1.81367
9.78088	-4.91566	-2.73737	-2.42941	0.162216	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.092931
9.87345	-4.79951	-2.72793	-2.36645	0.300408	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.24027
9.97381	-4.70947	-2.70999	-2.35683	0.292916	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.205355
10.0574	-4.58474	-2.70478	-2.28513	0.43398	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	1.16507
10.1507	-4.46744	-2.70636	-2.25788	0.438084	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.0194872
10.2473	-4.35665	-2.70553	-2.25045	0.393388	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.186609
10.3408	-4.24457	-2.70295	-2.23192	0.389831	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.0165867
10.4321	-4.1423	-2.70648	-2.22619	0.359773	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.231731
10.5199	-4.01852	-2.72694	-2.20347	0.363763	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.25958
10.6397	-3.93241	-2.73622	-2.27227	0.147535	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.88331
10.7291	-3.81083	-2.75399	-2.25753	0.155136	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.226989
10.7533	-3.66017	-2.74027	-2.1024	0.525215	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	8.56648
10.8266	-3.51893	-2.76685	-2.06829	0.533295	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.455304
10.942	-3.4305	-2.76461	-2.16339	0.226783	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	5.47813
11.0231	-3.30242	-2.78155	-2.14878	0.229437	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.18546
11.0507	-3.15593	-2.77589	-2.03196	0.49224	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	4.40475
11.1175	-3.01324	-2.79898	-2.00351	0.49528	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.348584
11.111	-2.83057	-2.80648	-1.82069	0.885898	11.1386	-2.78926	11.15	-2.8	0	2.73104	8.88102
11.1444	-2.67456	-2.81274	-1.76932	0.888438	11.141	-2.65084	11.15	-2.65	0	2.73102	0.0321555
11.153	-2.51544	-2.81636	-1.68519	0.975944	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.444038
11.1641	-2.38089	-2.79312	-1.63466	0.976837	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.349426
11.2809	-2.28036	-2.74792	-1.82046	0.375985	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	21.3592
11.3212	-2.12865	-2.77252	-1.80348	0.368741	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.401834
11.329	-1.97498	-2.77202	-1.73503	0.490395	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.876371
11.3516	-1.83281	-2.76222	-1.70925	0.490289	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.06206
11.3663	-1.68249	-2.76225	-1.67117	0.521345	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0926669
11.3754	-1.53164	-2.76101	-1.63992	0.524561	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0185807
11.3051	-1.37224	-2.76729	-1.46332	0.901183	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	7.7039
11.2778	-1.22587	-2.76076	-1.40909	0.907526	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.0806081
11.1727	-1.07026	-2.79038	-1.2146	1.27286	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	7.55767
11.1041	-0.92896	-2.78974	-1.13747	1.28158	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.132536
11.0393	-0.804584	-2.78774	-1.07576	1.27028	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.168324
10.9657	-0.676207	-2.79809	-1.01128	1.26838	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.0958578
10.8484	-0.562841	-2.829	-0.876199	1.44257	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	2.42391
10.7552	-0.438712	-2.85123	-0.811313	1.42581	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.325205
10.6657	-0.322495	-2.8294	-0.777314	1.31761	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	1.00664
10.5491	-0.228687	-2.81834	-0.697777	1.33097	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.0830491
10.4051	-0.158499	-2.8615	-0.555194	1.51839	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	3.54294
10.2777	-0.0795634	-2.87201	-0.48239	1.51026	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.100165
10.1805	-0.0100285	-2.80371	-0.469661	1.35541	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	4.63627
10.0465	0.021912	-2.7854	-0.37721	1.39677	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0.346171
9.90965	0.0690827	-2.77746	-0.300887	1.39911	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.430151
9.75845	0.0896687	-2.76834	-0.205424	1.42939	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.127446
9.60699	0.109911	-2.80561	-0.115719	1.46784	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.05066
9.46757	0.129632	-2.81043	-0.0504227	1.45386	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.0290918
9.339	0.105867	-2.70349	0.0397619	1.46536	9.22819	0.16178	9.35	0.15	-1.81963	0	8.32613
9.20017	0.110733	-2.69989	0.101534	1.43827	9.24456	0.139817	9.25	0.15	-1.81962	0	0.162465
9.05877	0.124083	-2.73776	0.137517	1.37347	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.12826
8.93137	0.15165	-2.73477	0.151208	1.29027	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.715101
8.79158	0.156586	-2.75778	0.179805	1.2268	8.84168	0.257617	8.8	0.25	-2.99995	0	0.784597
8.65763	0.167424	-2.75455	0.198312	1.16172	8.65606	0.24536	8.65	0.25	-2.99994	0	0.406958
8.51441	0.161648	-2.7727	0.224555	1.10391	8.43549	0.247188	8.5	0.25	-2.99323	0	0.53831
8.37494	0.168863	-2.77031	0.234217	1.03421	8.34184	0.250769	8.35	0.25	-2.9932	0	0.507854
8.23196	0.142948	-2.76106	0.278232	1.01829	8.27073	0.243988	8.2	0.25	-2.73233	0	0.223366
8.07943	0.153996	-2.75308	0.272627	0.926272	8.03847	0.260731	8.05	0.25	-2.73234	0	0.866101
7.93858	0.142471	-2.76886	0.278635	0.850324	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.715738
7.79661	0.118685	-2.77408	0.301156	0.819154	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.273494
7.63573	0.117429	-2.81653	0.271804	0.67667	7.46173	0.143776	7.6	0.15	-2.99599	0	2.80537
7.49391	0.101247	-2.81446	0.279463	0.637656	7.45455	0.149294	7.45	0.15	-2.99596	0	0.235962
7.38602	0.0171494	-2.74077	0.396087	0.820323	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	7.03077
7.24953	-0.0124565	-2.72577	0.409489	0.77479	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.310452
7.10363	-0.0431691	-2.73852	0.396732	0.658248	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	1.69067
6.96235	-0.11183	-2.74742	0.439453	0.666543	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.0773241
6.91548	-0.303627	-2.66073	0.715224	1.17084	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	18.9633
6.81318	-0.386945	-2.64688	0.766978	1.15523	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.176733
6.64051	-0.35396	-2.65579	0.562457	0.596088	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	12.6236
6.53455	-0.451879	-2.67004	0.614344	0.621589	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.426824
6.4862	-0.635193	-2.64478	0.844617	1.0396	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	11.3092
6.40507	-0.770482	-2.65496	0.925882	1.07015	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.515198
6.37355	-0.942331	-2.67305	1.11298	1.35597	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.49072
6.32599	-1.08249	-2.68528	1.19574	1.3706	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.397845
6.25835	-1.2158	-2.68842	1.23465	1.28321	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.645979
6.21794	-1.3725	-2.70297	1.31332	1.28649	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.359192
6.27509	-1.57818	-2.75722	1.58892	1.76342	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	12.0609
6.29524	-1.73204	-2.75601	1.6935	1.77251	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.150447
6.29519	-1.85656	-2.72737	1.72692	1.63553	6.34	-1.88987	6.35	-1.9	0	-2.99515	1.33764
6.32753	-1.99653	-2.73313	1.81288	1.63662	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.141609
6.33201	-2.1348	-2.69017	1.817	1.4185	6.45002	-2.23466	6.35	-2.2	0	-2.72856	4.03546
6.36541	-2.28673	-2.7039	1.88636	1.40014	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.191167
6.422	-2.43544	-2.72115	1.97164	1.41781	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.426053
6.47563	-2.58468	-2.73794	2.03691	1.39284	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.267937
6.46405	-2.72189	-2.63812	1.95407	1.00539	6.46538	-2.81029	6.45	-2.8	0	-2.72732	14.8325
6.50375	-2.87275	-2.65672	1.98687	0.966908	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.387413
6.56389	-3.01781	-2.68955	2.05042	1.01055	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.31129
6.60385	-3.18825	-2.72955	2.06057	0.934839	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.53673
6.65078	-3.33991	-2.73138	2.06523	0.837448	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.19037
6.6954	-3.51461	-2.77214	2.06456	0.761197	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	1.5131
6.73628	-3.66759	-2.76196	2.04798	0.637521	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.36406
6.78156	-3.83865	-2.79365	2.04191	0.572863	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0.952321
6.80816	-3.99105	-2.76733	1.99912	0.412684	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	1.94786
6.85435	-4.15739	-2.79281	1.99196	0.366951	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0.571485
6.86117	-4.29775	-2.75323	1.91888	0.158792	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	3.35522
6.91527	-4.42888	-2.75896	1.93102	0.164322	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.091077
7.02411	-4.54689	-2.80738	2.05008	0.422054	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	5.30747
7.09452	-4.68593	-2.82679	2.06713	0.415017	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0.458605
7.13344	-4.80986	-2.79277	2.03874	0.301027	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	1.74183
7.20961	-4.93126	-2.79579	2.06491	0.316771	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.145686
7.2669	-5.06813	-2.77929	2.05365	0.251355	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.53343
7.33433	-5.21218	-2.78862	2.05908	0.23866	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0.0772102
7.45814	-5.32828	-2.8579	2.17662	0.484848	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	8.06609
7.53273	-5.46735	-2.87936	2.18191	0.455859	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.426679
7.57875	-5.58546	-2.82395	2.14564	0.321744	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.0985
7.65017	-5.71062	-2.82958	2.15253	0.307816	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.0342351
7.74972	-5.84014	-2.85795	2.19584	0.373149	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.20399
7.83369	-5.98605	-2.87378	2.19745	0.344279	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.246486
7.87434	-6.11442	-2.7885	2.13594	0.163318	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.99771
7.95276	-6.24742	-2.79139	2.13925	0.154847	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.00986348
8.04206	-6.37355	-2.79494	2.15602	0.169512	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.0519105
8.13999	-6.48645	-2.78835	2.18421	0.197141	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.0796964
8.25423	-6.60955	-2.82401	2.23036	0.271779	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.1969
8.34297	-6.73636	-2.82622	2.23674	0.259251	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.0146378
8.42198	-6.8609	-2.79829	2.22433	0.202099	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.09602
8.48929	-7.00521	-2.80488	2.20013	0.149967	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.231143
8.56504	-7.13673	-2.79406	2.1856	0.1067	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.319024
8.61393	-7.30039	-2.80788	2.13566	0.0245774	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0.563744
8.69368	-7.42097	-2.81896	2.14338	0.0406715	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.118097
8.764	-7.5442	-2.82131	2.13761	0.0292985	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.0126832
8.83368	-7.67698	-2.81077	2.12237	-0.00260414	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.178297
8.89083	-7.82671	-2.81654	2.0922	-0.0462048	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.170375
8.95062	-7.96432	-2.80294	2.06608	-0.0926622	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.254614
8.99483	-8.1235	-2.81258	2.02424	-0.145344	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.257304
9.05389	-8.26223	-2.80542	2.00538	-0.168103	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0615265
9.13318	-8.38469	-2.79606	2.01782	-0.137804	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.11423
9.22159	-8.50318	-2.82427	2.06151	-0.0280884	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.60129
9.26862	-8.63867	-2.82818	2.03854	-0.0584784	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.115104
9.33265	-8.76331	-2.83268	2.04149	-0.0424768	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.189999
9.38042	-8.90646	-2.84438	2.01736	-0.0735217	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.149745
9.39517	-9.05573	-2.79286	1.92607	-0.26309	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.88008
9.44861	-9.19078	-2.78493	1.91685	-0.256076	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.0664764
9.49823	-9.33204	-2.78334	1.9044	-0.251665	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.0775091
9.54701	-9.47162	-2.77869	1.89257	-0.249213	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.0239787
9.60833	-9.61606	-2.78892	1.89865	-0.209145	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.232585
9.66135	-9.75819	-2.78803	1.89245	-0.201843	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.00850374
9.74189	-9.89304	-2.81983	1.93689	-0.0856842	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.72894
9.77668	-10.0332	-2.82563	1.91636	-0.10785	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.0719557
9.77377	-10.1812	-2.77927	1.82199	-0.301063	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.00691
9.78796	-10.3418	-2.78847	1.7813	-0.334407	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.147159
9.83503	-10.4872	-2.79682	1.79439	-0.264666	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.412496
9.86516	-10.6388	-2.79908	1.77704	-0.268311	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.00383356
9.85058	-10.7922	-2.77417	1.68696	-0.432738	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.00806
9.86015	-10.9443	-2.77488	1.65758	-0.440349	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.0137267
9.86253	-11.096	-2.77204	1.61936	-0.470064	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.0491511
9.85821	-11.25	-2.77437	1.5848	-0.481434	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.0324294
9.88096	-11.3903	-2.78392	1.59844	-0.398318	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.440765
9.87719	-11.5369	-2.79316	1.5724	-0.405055	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.0609872
9.83376	-11.6895	-2.78011	1.47356	-0.579308	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.08789
9.79571	-11.8485	-2.79088	1.42361	-0.601617	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.160896
9.73872	-11.9972	-2.78683	1.33351	-0.730103	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.83808
9.68684	-12.1482	-2.79296	1.28285	-0.742479	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.0672711
9.58664	-12.284	-2.79031	1.14567	-0.961365	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	2.26493
9.5284	-12.4062	-2.77098	1.0975	-0.960162	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.280944
9.38356	-12.5156	-2.77531	0.911429	-1.2661	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	4.44046
9.30441	-12.6151	-2.74901	0.850302	-1.26396	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.457305
9.17152	-12.7145	-2.76454	0.71147	-1.43526	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	1.90556
9.05243	-12.7996	-2.75559	0.62867	-1.44307	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.117803
8.95646	-12.9003	-2.73607	0.617046	-1.27873	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.43986
8.83541	-12.9755	-2.72649	0.545337	-1.28432	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.0704777
8.71968	-13.0625	-2.7148	0.521938	-1.16155	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.04512
8.58001	-13.1361	-2.72457	0.456554	-1.15949	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.0679502
8.40048	-13.1377	-2.75417	0.241856	-1.54467	8.43462	-13.263	8.4	-13.15	-2.72644	0	8.34772
8.25416	-13.1639	-2.74988	0.155159	-1.5482	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.0153445
8.10927	-13.1655	-2.76202	0.0455084	-1.62863	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.410744
7.96806	-13.1653	-2.76514	-0.0372287	-1.62885	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.0168696
7.84243	-13.213	-2.70603	0.000548257	-1.31218	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	7.26827
7.68264	-13.2209	-2.72413	-0.0623463	-1.29323	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.213272
7.52816	-13.1778	-2.74803	-0.19527	-1.44945	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	1.77386
7.37716	-13.1435	-2.75331	-0.274304	-1.44659	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.0209126
7.23951	-13.1475	-2.70603	-0.259286	-1.21812	7.19553	-13.2012	7.2	-13.15	-2.73035	0	4.27687
7.08631	-13.1184	-2.72078	-0.313336	-1.19634	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.152906
6.94308	-13.099	-2.70333	-0.327231	-1.07735	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.06103
6.77166	-13.0754	-2.74091	-0.355771	-1.02619	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.827238
6.61631	-13.1175	-2.67569	-0.234975	-0.612926	6.53838	-13.1322	6.55	-13.15	-1.81656	0	11.8336
6.46792	-13.0991	-2.68141	-0.252361	-0.590171	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.205244
6.32604	-13.0498	-2.68788	-0.300854	-0.625459	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.15667
6.17832	-13.0121	-2.69629	-0.326808	-0.613798	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.0518547
6.05394	-12.8798	-2.74033	-0.508491	-0.954302	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	7.42324
5.90701	-12.8161	-2.75812	-0.545971	-0.933176	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.194967
5.77523	-12.7664	-2.73168	-0.545444	-0.817247	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	1.35643
5.62218	-12.708	-2.75524	-0.562991	-0.777237	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.421439
5.49983	-12.6018	-2.78332	-0.653216	-0.891976	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	1.33294
5.34234	-12.5266	-2.81766	-0.668791	-0.84112	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0.713473
5.21999	-12.4343	-2.81714	-0.707007	-0.826686	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.0610871
5.08851	-12.3415	-2.82956	-0.736311	-0.802246	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.109589
4.98445	-12.2529	-2.8247	-0.767565	-0.786345	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.132047
4.88213	-12.1525	-2.82844	-0.805708	-0.784031	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0144678
4.77967	-12.0807	-2.7801	-0.788271	-0.654672	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.6953
4.71298	-11.9639	-2.76384	-0.852392	-0.701757	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.300812
4.63953	-11.8045	-2.84035	-0.97649	-0.893689	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.40747
4.5616	-11.6779	-2.84733	-1.0252	-0.898107	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.122676
4.50346	-11.5835	-2.75874	-1.04109	-0.825886	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.39352
4.47299	-11.4514	-2.74094	-1.11969	-0.883621	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.407107
4.38555	-11.2808	-2.86653	-1.17971	-0.914649	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	12.0527
4.37985	-11.108	-2.85888	-1.28923	-1.00353	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.625902
4.43488	-10.9601	-2.72284	-1.45056	-1.20038	4.39651	-10.8822	4.45	-10.95	0	1.81807	14.5397
4.43039	-10.8184	-2.71322	-1.52243	-1.21154	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.162141
4.42975	-10.6746	-2.70945	-1.58848	-1.21074	4.493	-10.7885	4.45	-10.7	0	2.72865	0.194926
4.43682	-10.5312	-2.70525	-1.65349	-1.20978	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.0286061
4.4435	-10.3848	-2.70902	-1.70421	-1.17864	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0555413
4.45941	-10.2412	-2.70643	-1.76031	-1.16709	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0245779
4.48409	-10.0991	-2.70592	-1.80978	-1.13623	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.164204
4.531	-9.95459	-2.70957	-1.87897	-1.14433	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.0213252
4.56698	-9.80875	-2.71496	-1.91834	-1.09334	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.230251
4.62834	-9.6656	-2.72291	-1.98336	-1.0974	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.0526314
4.6835	-9.52828	-2.72329	-2.02327	-1.04863	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.204063
4.77148	-9.39138	-2.73752	-2.09491	-1.06216	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.210801
4.79961	-9.24182	-2.73239	-2.0518	-0.830414	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.59803
